,id,season,city,date,team_1,team_2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,venue,inning_1_score,inning_2_score,team_batting_first,team_batting_second
558,559,IPL-2015,Chennai,2015-08-05,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,Mumbai Indians,0,6,HH Pandya,Chepauk,158,159,Chennai Super Kings,Mumbai Indians
518,519,IPL-2015,Chennai,2015-09-04,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings,1,0,A Nehra,Chepauk,150,149,Chennai Super Kings,Delhi Daredevils
559,560,IPL-2015,Kolkata,2015-09-05,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kolkata Knight Riders,0,1,AD Russell,Eden Gardens,183,184,Kings XI Punjab,Kolkata Knight Riders
560,561,IPL-2015,Raipur,2015-09-05,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,6,0,MC Henriques,Shaheed Veer Narayan Singh International Stadium,163,157,Sunrisers Hyderabad,Delhi Daredevils
519,520,IPL-2015,Pune,2015-10-04,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals,26,0,JP Faulkner,Maharashtra Cricket Association Stadium,162,136,Rajasthan Royals,Kings XI Punjab
562,563,IPL-2015,Chennai,2015-10-05,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Chennai Super Kings,12,0,RA Jadeja,Chepauk,157,145,Chennai Super Kings,Rajasthan Royals
561,562,IPL-2015,Mumbai,2015-10-05,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,39,0,AB de Villiers,Wankhede Stadium,235,196,Royal Challengers Bangalore,Mumbai Indians
521,522,IPL-2015,Kolkata,2015-11-04,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,3,CH Gayle,Eden Gardens,177,179,Kolkata Knight Riders,Royal Challengers Bangalore
520,521,IPL-2015,Chennai,2015-11-04,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,Chennai Super Kings,45,0,BB McCullum,Chepauk,209,164,Chennai Super Kings,Sunrisers Hyderabad
563,564,IPL-2015,Hyderabad,2015-11-05,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,5,0,DA Warner,"RGIS, Uppal",185,180,Sunrisers Hyderabad,Kings XI Punjab
523,524,IPL-2015,Mumbai,2015-12-04,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,18,0,GJ Bailey,Wankhede Stadium,177,159,Kings XI Punjab,Mumbai Indians
522,523,IPL-2015,Delhi,2015-12-04,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,3,DJ Hooda,Feroz Shah Kotla,184,186,Delhi Daredevils,Rajasthan Royals
564,565,IPL-2015,Raipur,2015-12-05,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Delhi Daredevils,0,6,Z Khan,Shaheed Veer Narayan Singh International Stadium,119,120,Chennai Super Kings,Delhi Daredevils
603,604,IPL-2016,Rajkot,2016-01-05,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Kings XI Punjab,23,0,AR Patel,Saurashtra Cricket Association Stadium,154,131,Kings XI Punjab,Gujarat Lions
604,605,IPL-2016,Pune,2016-01-05,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,8,RG Sharma,Maharashtra Cricket Association Stadium,159,161,Rising Pune Supergiant,Mumbai Indians
605,606,IPL-2016,Bangalore,2016-02-05,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,5,AD Russell,M Chinnaswamy Stadium,185,189,Royal Challengers Bangalore,Kolkata Knight Riders
606,607,IPL-2016,Rajkot,2016-03-05,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,8,RR Pant,Saurashtra Cricket Association Stadium,149,150,Gujarat Lions,Delhi Daredevils
607,608,IPL-2016,Kolkata,2016-04-05,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders,7,0,AD Russell,Eden Gardens,164,157,Kolkata Knight Riders,Kings XI Punjab
580,581,IPL-2016,Kolkata,2016-04-13,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,RG Sharma,Eden Gardens,187,188,Kolkata Knight Riders,Mumbai Indians
581,582,IPL-2016,Rajkot,2016-04-14,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,bat,normal,Gujarat Lions,0,7,AJ Finch,Saurashtra Cricket Association Stadium,163,164,Rising Pune Supergiant,Gujarat Lions
582,583,IPL-2016,Delhi,2016-04-15,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,8,A Mishra,Feroz Shah Kotla,111,113,Kings XI Punjab,Delhi Daredevils
583,584,IPL-2016,Hyderabad,2016-04-16,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,Kolkata Knight Riders,0,8,G Gambhir,"RGIS, Uppal",142,146,Sunrisers Hyderabad,Kolkata Knight Riders
584,585,IPL-2016,Mumbai,2016-04-16,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,3,AJ Finch,Wankhede Stadium,143,147,Mumbai Indians,Gujarat Lions
585,586,IPL-2016,Chandigarh,2016-04-17,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,bat,normal,Kings XI Punjab,0,6,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",152,153,Rising Pune Supergiant,Kings XI Punjab
586,587,IPL-2016,Bangalore,2016-04-17,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,Q de Kock,M Chinnaswamy Stadium,191,192,Royal Challengers Bangalore,Delhi Daredevils
587,588,IPL-2016,Hyderabad,2016-04-18,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,7,DA Warner,"RGIS, Uppal",142,145,Mumbai Indians,Sunrisers Hyderabad
588,589,IPL-2016,Chandigarh,2016-04-19,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",138,141,Kings XI Punjab,Kolkata Knight Riders
589,590,IPL-2016,Mumbai,2016-04-20,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,RG Sharma,Wankhede Stadium,170,171,Royal Challengers Bangalore,Mumbai Indians
590,591,IPL-2016,Rajkot,2016-04-21,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,10,B Kumar,Saurashtra Cricket Association Stadium,135,137,Gujarat Lions,Sunrisers Hyderabad
591,592,IPL-2016,Pune,2016-04-22,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Royal Challengers Bangalore,13,0,AB de Villiers,Maharashtra Cricket Association Stadium,185,172,Royal Challengers Bangalore,Rising Pune Supergiant
592,593,IPL-2016,Delhi,2016-04-23,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,Delhi Daredevils,10,0,SV Samson,Feroz Shah Kotla,164,154,Delhi Daredevils,Mumbai Indians
593,594,IPL-2016,Hyderabad,2016-04-23,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,5,Mustafizur Rahman,"RGIS, Uppal",143,146,Kings XI Punjab,Sunrisers Hyderabad
594,595,IPL-2016,Rajkot,2016-04-24,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,normal,Gujarat Lions,0,6,V Kohli,Saurashtra Cricket Association Stadium,180,182,Royal Challengers Bangalore,Gujarat Lions
595,596,IPL-2016,Pune,2016-04-24,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,2,SA Yadav,Maharashtra Cricket Association Stadium,160,162,Rising Pune Supergiant,Kolkata Knight Riders
596,597,IPL-2016,Chandigarh,2016-04-25,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,Mumbai Indians,25,0,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",189,164,Mumbai Indians,Kings XI Punjab
598,599,IPL-2016,Delhi,2016-04-27,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Gujarat Lions,1,0,CH Morris,Feroz Shah Kotla,172,171,Gujarat Lions,Delhi Daredevils
599,600,IPL-2016,Mumbai,2016-04-28,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,RG Sharma,Wankhede Stadium,174,178,Kolkata Knight Riders,Mumbai Indians
600,601,IPL-2016,Pune,2016-04-29,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,3,DR Smith,Maharashtra Cricket Association Stadium,195,196,Rising Pune Supergiant,Gujarat Lions
602,603,IPL-2016,Hyderabad,2016-04-30,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Sunrisers Hyderabad,15,0,DA Warner,"RGIS, Uppal",194,179,Sunrisers Hyderabad,Royal Challengers Bangalore
601,602,IPL-2016,Delhi,2016-04-30,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Delhi Daredevils,27,0,CR Brathwaite,Feroz Shah Kotla,186,159,Delhi Daredevils,Kolkata Knight Riders
608,609,IPL-2016,Delhi,2016-05-05,Delhi Daredevils,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,0,7,AM Rahane,Feroz Shah Kotla,162,166,Delhi Daredevils,Rising Pune Supergiant
618,619,IPL-2016,Visakhapatnam,2016-05-13,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Kings XI Punjab,0,7,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,124,127,Mumbai Indians,Kings XI Punjab
619,620,IPL-2016,Bangalore,2016-05-14,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,Royal Challengers Bangalore,144,0,AB de Villiers,M Chinnaswamy Stadium,248,104,Royal Challengers Bangalore,Gujarat Lions
621,622,IPL-2016,Chandigarh,2016-05-15,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,Sunrisers Hyderabad,0,7,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",179,180,Kings XI Punjab,Sunrisers Hyderabad
622,623,IPL-2016,Visakhapatnam,2016-05-15,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,80,0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,206,126,Mumbai Indians,Delhi Daredevils
623,624,IPL-2016,Kolkata,2016-05-16,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,9,V Kohli,Eden Gardens,183,186,Kolkata Knight Riders,Royal Challengers Bangalore
626,627,IPL-2016,Kanpur,2016-05-19,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,6,DR Smith,Green Park,124,125,Kolkata Knight Riders,Gujarat Lions
627,628,IPL-2016,Raipur,2016-05-20,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium,158,161,Sunrisers Hyderabad,Delhi Daredevils
628,629,IPL-2016,Visakhapatnam,2016-05-21,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,bat,normal,Rising Pune Supergiant,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,172,173,Kings XI Punjab,Rising Pune Supergiant
629,630,IPL-2016,Kanpur,2016-05-21,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,6,SK Raina,Green Park,172,173,Mumbai Indians,Gujarat Lions
631,632,IPL-2016,Raipur,2016-05-22,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium,138,139,Delhi Daredevils,Royal Challengers Bangalore
630,631,IPL-2016,Kolkata,2016-05-22,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kolkata Knight Riders,22,0,YK Pathan,Eden Gardens,171,149,Kolkata Knight Riders,Sunrisers Hyderabad
632,633,IPL-2016,Bangalore,2016-05-24,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium,158,159,Gujarat Lions,Royal Challengers Bangalore
633,634,IPL-2016,Delhi,2016-05-25,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad,22,0,MC Henriques,Feroz Shah Kotla,162,140,Sunrisers Hyderabad,Kolkata Knight Riders
634,635,IPL-2016,Delhi,2016-05-27,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,4,DA Warner,Feroz Shah Kotla,162,163,Gujarat Lions,Sunrisers Hyderabad
635,636,IPL-2016,Bangalore,2016-05-29,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,8,0,BCJ Cutting,M Chinnaswamy Stadium,208,200,Sunrisers Hyderabad,Royal Challengers Bangalore
609,610,IPL-2016,Hyderabad,2016-06-05,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,5,B Kumar,"RGIS, Uppal",126,129,Gujarat Lions,Sunrisers Hyderabad
611,612,IPL-2016,Chandigarh,2016-07-05,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Kings XI Punjab,9,0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",181,172,Kings XI Punjab,Delhi Daredevils
610,611,IPL-2016,Bangalore,2016-07-05,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,V Kohli,M Chinnaswamy Stadium,191,195,Rising Pune Supergiant,Royal Challengers Bangalore
613,614,IPL-2016,Kolkata,2016-08-05,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,5,P Kumar,Eden Gardens,158,164,Kolkata Knight Riders,Gujarat Lions
612,613,IPL-2016,Visakhapatnam,2016-08-05,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Sunrisers Hyderabad,85,0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,177,92,Sunrisers Hyderabad,Mumbai Indians
576,577,IPL-2016,Mumbai,2016-09-04,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,Rising Pune Supergiant,0,9,AM Rahane,Wankhede Stadium,121,126,Mumbai Indians,Rising Pune Supergiant
614,615,IPL-2016,Chandigarh,2016-09-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore,1,0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",175,174,Royal Challengers Bangalore,Kings XI Punjab
577,578,IPL-2016,Kolkata,2016-10-04,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,9,AD Russell,Eden Gardens,98,99,Delhi Daredevils,Kolkata Knight Riders
615,616,IPL-2016,Visakhapatnam,2016-10-05,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,4,0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,137,133,Sunrisers Hyderabad,Rising Pune Supergiant
578,579,IPL-2016,Chandigarh,2016-11-04,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,5,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",161,162,Kings XI Punjab,Gujarat Lions
616,617,IPL-2016,Bangalore,2016-11-05,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,KH Pandya,M Chinnaswamy Stadium,151,153,Royal Challengers Bangalore,Mumbai Indians
579,580,IPL-2016,Bangalore,2016-12-04,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Royal Challengers Bangalore,45,0,AB de Villiers,M Chinnaswamy Stadium,227,182,Royal Challengers Bangalore,Sunrisers Hyderabad
617,618,IPL-2016,Hyderabad,2016-12-05,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,CH Morris,"RGIS, Uppal",146,150,Sunrisers Hyderabad,Delhi Daredevils
36,37,IPL-2017,Mumbai,2017-01-05,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,Mumbai Indians,0,5,RG Sharma,Wankhede Stadium,162,165,Royal Challengers Bangalore,Mumbai Indians
37,38,IPL-2017,Pune,2017-01-05,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,0,5,BA Stokes,Maharashtra Cricket Association Stadium,161,167,Gujarat Lions,Rising Pune Supergiant
38,39,IPL-2017,Delhi,2017-02-05,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,6,Mohammed Shami,Feroz Shah Kotla,185,189,Sunrisers Hyderabad,Delhi Daredevils
39,40,IPL-2017,Kolkata,2017-03-05,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,0,4,RA Tripathi,Eden Gardens,155,158,Kolkata Knight Riders,Rising Pune Supergiant
40,41,IPL-2017,Delhi,2017-04-05,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,RR Pant,Feroz Shah Kotla,208,214,Gujarat Lions,Delhi Daredevils
10,11,IPL-2017,Kolkata,2017-04-13,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,8,SP Narine,Eden Gardens,170,171,Kings XI Punjab,Kolkata Knight Riders
11,12,IPL-2017,Bangalore,2017-04-14,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,4,KA Pollard,M Chinnaswamy Stadium,142,145,Royal Challengers Bangalore,Mumbai Indians
12,13,IPL-2017,Rajkot,2017-04-14,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,7,AJ Tye,Saurashtra Cricket Association Stadium,171,172,Rising Pune Supergiant,Gujarat Lions
13,14,IPL-2017,Kolkata,2017-04-15,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kolkata Knight Riders,17,0,RV Uthappa,Eden Gardens,172,155,Kolkata Knight Riders,Sunrisers Hyderabad
14,15,IPL-2017,Delhi,2017-04-15,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,Delhi Daredevils,51,0,CJ Anderson,Feroz Shah Kotla,188,137,Delhi Daredevils,Kings XI Punjab
15,16,IPL-2017,Mumbai,2017-04-16,Gujarat Lions,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,N Rana,Wankhede Stadium,176,177,Gujarat Lions,Mumbai Indians
16,17,IPL-2017,Bangalore,2017-04-16,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Rising Pune Supergiant,27,0,BA Stokes,M Chinnaswamy Stadium,161,134,Rising Pune Supergiant,Royal Challengers Bangalore
18,19,IPL-2017,Hyderabad,2017-04-17,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad,5,0,B Kumar,"RGIS, Uppal",159,154,Sunrisers Hyderabad,Kings XI Punjab
17,18,IPL-2017,Delhi,2017-04-17,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Kolkata Knight Riders,0,4,NM Coulter-Nile,Feroz Shah Kotla,168,169,Delhi Daredevils,Kolkata Knight Riders
19,20,IPL-2017,Rajkot,2017-04-18,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,Royal Challengers Bangalore,21,0,CH Gayle,Saurashtra Cricket Association Stadium,213,192,Royal Challengers Bangalore,Gujarat Lions
20,21,IPL-2017,Hyderabad,2017-04-19,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,15,0,KS Williamson,"RGIS, Uppal",191,176,Sunrisers Hyderabad,Delhi Daredevils
21,22,IPL-2017,Indore,2017-04-20,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,8,JC Buttler,Holkar Cricket Stadium,198,199,Kings XI Punjab,Mumbai Indians
22,23,IPL-2017,Kolkata,2017-04-21,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,4,SK Raina,Eden Gardens,187,188,Kolkata Knight Riders,Gujarat Lions
23,24,IPL-2017,Mumbai,2017-04-22,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,14,0,MJ McClenaghan,Wankhede Stadium,142,128,Mumbai Indians,Delhi Daredevils
24,25,IPL-2017,Pune,2017-04-22,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,176,179,Sunrisers Hyderabad,Rising Pune Supergiant
26,27,IPL-2017,Kolkata,2017-04-23,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,82,0,NM Coulter-Nile,Eden Gardens,131,49,Kolkata Knight Riders,Royal Challengers Bangalore
25,26,IPL-2017,Rajkot,2017-04-23,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Kings XI Punjab,26,0,HM Amla,Saurashtra Cricket Association Stadium,188,162,Kings XI Punjab,Gujarat Lions
27,28,IPL-2017,Mumbai,2017-04-24,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,Rising Pune Supergiant,3,0,BA Stokes,Wankhede Stadium,160,157,Rising Pune Supergiant,Mumbai Indians
28,29,IPL-2017,Pune,2017-04-26,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,182,184,Rising Pune Supergiant,Kolkata Knight Riders
29,30,IPL-2017,Bangalore,2017-04-27,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,7,AJ Tye,M Chinnaswamy Stadium,134,135,Royal Challengers Bangalore,Gujarat Lions
31,32,IPL-2017,Chandigarh,2017-04-28,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",207,181,Sunrisers Hyderabad,Kings XI Punjab
30,31,IPL-2017,Kolkata,2017-04-28,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,G Gambhir,Eden Gardens,160,161,Delhi Daredevils,Kolkata Knight Riders
32,33,IPL-2017,Pune,2017-04-29,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Rising Pune Supergiant,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,157,96,Rising Pune Supergiant,Royal Challengers Bangalore
33,34,IPL-2017,Rajkot,2017-04-29,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,tie,Mumbai Indians,0,0,KH Pandya,Saurashtra Cricket Association Stadium,153,153,Gujarat Lions,Mumbai Indians
35,36,IPL-2017,Hyderabad,2017-04-30,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad,48,0,DA Warner,"RGIS, Uppal",209,161,Sunrisers Hyderabad,Kolkata Knight Riders
34,35,IPL-2017,Chandigarh,2017-04-30,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",67,68,Delhi Daredevils,Kings XI Punjab
0,1,IPL-2017,Hyderabad,2017-05-04,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Sunrisers Hyderabad,35,0,Yuvraj Singh,"RGIS, Uppal",207,172,Sunrisers Hyderabad,Royal Challengers Bangalore
41,42,IPL-2017,Bangalore,2017-05-05,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kings XI Punjab,19,0,Sandeep Sharma,M Chinnaswamy Stadium,138,119,Kings XI Punjab,Royal Challengers Bangalore
52,53,IPL-2017,Kolkata,2017-05-13,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Mumbai Indians,9,0,AT Rayudu,Eden Gardens,173,164,Mumbai Indians,Kolkata Knight Riders
51,52,IPL-2017,Kanpur,2017-05-13,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,8,Mohammed Siraj,Green Park,154,158,Gujarat Lions,Sunrisers Hyderabad
54,55,IPL-2017,Delhi,2017-05-14,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,10,0,HV Patel,Feroz Shah Kotla,161,151,Royal Challengers Bangalore,Delhi Daredevils
53,54,IPL-2017,Pune,2017-05-14,Kings XI Punjab,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,73,78,Kings XI Punjab,Rising Pune Supergiant
55,56,IPL-2017,Mumbai,2017-05-16,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,Rising Pune Supergiant,20,0,Washington Sundar,Wankhede Stadium,162,142,Rising Pune Supergiant,Mumbai Indians
57,58,IPL-2017,Bangalore,2017-05-19,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,KV Sharma,M Chinnaswamy Stadium,107,111,Kolkata Knight Riders,Mumbai Indians
58,59,IPL-2017,Hyderabad,2017-05-21,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,Mumbai Indians,1,0,KH Pandya,"RGIS, Uppal",129,128,Mumbai Indians,Rising Pune Supergiant
1,2,IPL-2017,Pune,2017-06-04,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Rising Pune Supergiant,0,7,SPD Smith,Maharashtra Cricket Association Stadium,184,187,Mumbai Indians,Rising Pune Supergiant
43,44,IPL-2017,Delhi,2017-06-05,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,146,0,LMP Simmons,Feroz Shah Kotla,212,66,Mumbai Indians,Delhi Daredevils
